country,year,tech,variable,q10,q50,q90
ES,2030,district_heat,tech_share,0.02889,0.03825,0.058449999999999995
ES,2030,gas_boiler,tech_share,0.28008,0.295,0.30323
ES,2030,h2_boiler,tech_share,0.0005,0.0028,0.0086
ES,2030,hp_air,tech_share,0.07726,0.101,0.12652
ES,2030,hp_ground,tech_share,0.025580000000000002,0.0455,0.06860999999999999
ES,2030,oil_boiler,tech_share,0.19419,0.2046,0.21031999999999998
ES,2030,resistance_heater,tech_share,0.08748,0.09634999999999999,0.10053000000000001
ES,2040,all,co2_MtCO2,14.7112,16.0395,17.192
ES,2040,all,useful_heat_TWh,149.685,154.23000000000002,158.86
ES,2040,biomass_boiler,tech_share,0.12865000000000001,0.15675,0.17851999999999998
