nuts_id,country,building_type,dwellings_2021,dwellings_share,heat_2015_MWh
BG312,BG,MFH_HIGH,38447.0,0.10630261975530518,59529.4670629709
BG312,BG,OTHER,241168.0,0.6668085988802102,373412.8153729177
BG312,BG,SFH,82060.0,0.22688878136448468,127057.71756411142
BG313,BG,MFH_HIGH,59464.0,0.1311333694995391,90613.15832418152
BG313,BG,OTHER,302330.0,0.6667151823085506,460700.1909752085
BG313,BG,SFH,91668.0,0.20215144819191025,139686.65070061
BG314,BG,MFH_HIGH,97016.0,0.14493476770190789,135369.07303358195
BG314,BG,OTHER,446272.0,0.6666975411464691,622695.5034308021
BG314,BG,SFH,126089.0,0.18836769115162308,175935.42353561596
BG315,BG,MFH_HIGH,37398.0,0.11025483791082442,64499.080177832286
BG315,BG,OTHER,226170.0,0.6667826271536221,390067.836884869
BG315,BG,SFH,75628.0,0.22296253493555349,130433.0829372988
BG321,BG,MFH_HIGH,101776.0,0.16336148157897692,150455.92453423774
BG321,BG,OTHER,415410.0,0.666777954161323,614102.4957825785
BG321,BG,SFH,105825.0,0.16986056425970006,156441.57968318375
BG322,BG,MFH_HIGH,56509.0,0.1860605242449286,94890.86736491359
BG322,BG,OTHER,202508.0,0.6667742243499619,340054.8544184806
BG322,BG,SFH,44696.0,0.14716525140510942,75054.2782166058
BG323,BG,MFH_HIGH,116366.0,0.19480926049623912,161691.68621187846
BG323,BG,OTHER,398288.0,0.6667771577997532,553425.0409737951
BG323,BG,SFH,82679.0,0.13841358170400764,114883.27281432634
BG324,BG,MFH_HIGH,28735.0,0.09706622527741653,37855.827858192446
BG324,BG,OTHER,197382.0,0.6667522421335315,260033.37443207728
BG324,BG,SFH,69918.0,0.23618153258905197,92110.79770973026
BG325,BG,MFH_HIGH,29840.0,0.10592829250976216,38240.11359602414
BG325,BG,OTHER,187820.0,0.6667376641817536,240692.29676961305
BG325,BG,SFH,64040.0,0.2273340433084842,82067.5896343628
